2016-10-29 14:06:03 | pl_climate Light level in lux l=38650
2016-10-29 14:06:03 | pl_climate cloud type c=Dawn
2016-10-29 14:06:05 | pl_climate Humidity r=75.8
2016-10-29 14:06:05 | pl_climate Barometric Pressure p=1027
